"","�..Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
"116","A8Q2BAJV","journalArticle",2008,"Maiale, Santiago J.; Marina, María; Sánchez, Diego H.; Pieckenstain, Fernando L.; Ruiz, Oscar A.","In vitro and in vivo inhibition of plant polyamine oxidase activity by polyamine analogues","Phytochemistry","","0031-9422","10.1016/j.phytochem.2008.07.003","http://www.sciencedirect.com/science/article/pii/S0031942208003440","Polyamine oxidase from Avena sativa L. cv. Cristal seedlings was purified to homogeneity using a simple four-step purification protocol including an infiltration washing technique. The enzyme had a high affinity for spermidine and spermine (Km∼5.5 and 1.2μM, respectively), and also oxidized norspermidine (Km∼64.0μM). Natural and synthetic diamines, cyclohexylamine, the putrescine analogue 1-aminooxy-3-aminopropane, and several polyamine analogues had inhibitory effects on polyamine oxidase activity and none were substrates. No inhibitory effect was observed on spermidine oxidation when the reaction product 1,3-diaminopropane was added. By contrast, 1-aminooxy-3-aminopropane showed mixed inhibition kinetics and a Ki value of 0.113mM. In addition, in vitro enzymatic activity assays showed that the oligoamine [3,8,13,18,23,28,33,38,43,48-deca-aza-(trans-25)-pentacontene], the tetramine 1,14-bis-[ethylamino]-5,10-diazatetradecane, and the pentamine 1,19-bis-[ethylamino]-5,10,15-triazanonadecane, displayed potent competitive inhibitory activities against polyamine oxidase with Ki values of 5.8, 110.0 and 7.6nM, respectively, where cyclohexylamine was a weak competitive inhibitor with a Ki value of 0.5mM. These analogues did not inhibit mycelial growth of the fungus Sclerotinia sclerotiorum (Lib.) De Bary and the bacterium Pseudomonas viridiflava (Burkholder) Dowson in vitro. On the contrary, with concentrations similar to those used for polyamine analogues, guazatine (a well-known fungicide and at the same time, a polyamine oxidase inhibitor) inhibited (∼85%) S. sclerotiorum mycelial growth on Czapek-Dox medium. Finally, the analogue 1,19-bis-ethylamino-5,10,15-triazanonadecane inhibited polyamine oxidase activity observed in segments of maize leaves in vivo. The results obtained provide insights into research on the influence of polyamine oxidase activity on plant biotic and abiotic stresses.","2008-10-01","2021-01-12 07:39:18","2021-01-12 07:39:18",NA,"2552-2558",NA,14,69,NA,"Phytochemistry",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"1-Aminooxy-3-aminopropane; Gramineae; Maize; Oat; Oxidation; Polyamine analogues; Polyamine oxidase inhibition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","VPS8S836","journalArticle",1973,"Wong, A.L.; Willetts, H.J.","Electrophoretic studies of soluble proteins and enzymes of sclerotinia species","Transactions of the British Mycological Society","","0007-1536","10.1016/S0007-1536(73)80098-1","http://www.sciencedirect.com/science/article/pii/S0007153673800981","An electrophoretic study of the proteins and isoenzymes of isolates of Sclerotinia sclerotiorum (Lib.) de Bary, S. trifoliorum Erikss. and S. minor Jagger was made to obtain further information on the taxonomie relationships of these fungi. Electrophoretic patterns for soluble proteins, aromatic esterase, acid phosphatase, glucose-6-phosphate dehydrogenase (NADP), NADPH dehydrogenase and malate dehydrogenase (NAD) clearly distinguished three groups: (i) isolates producing small sclerotia which at the start of the investigation were regarded as S. minor; (ii) isolates from forage legumes (lucerne) which form large sclerotia ; (iii) isolates which had been designated S. sclerotiorum and two isolates from crop legumes initially named S. trifoliorum on Sclerotium size. There were only very small intra-group differences. The isolates in the second group appeared to be intermediate between those in the other two groups. It is tentatively suggested that the name S. trifoliorum should be used for isolates from forage legumes, while those from vegetable legumes should be regarded as S. sclerotiorum. Isolates producing small sclerotia are distinct from both these species and may be called S. minor.","1973-08-01","2021-01-12 07:39:19","2021-01-12 07:39:19",NA,"167-178",NA,1,61,NA,"Transactions of the British Mycological Society",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","LYDQG45J","journalArticle",2016,"Zhang, Fuli; Ge, Honglian; Zhang, Fan; Guo, Ning; Wang, Yucheng; Chen, Long; Ji, Xiue; Li, Chengwei","Biocontrol potential of Trichoderma harzianum isolate T-aloe against Sclerotinia sclerotiorum in soybean","Plant Physiology and Biochemistry","","0981-9428","10.1016/j.plaphy.2015.12.017","http://www.sciencedirect.com/science/article/pii/S0981942815301959","Sclerotinia stem rot, caused by Sclerotinia sclerotiorum (Lib.) de Bary is a major disease of soybean (Glycine max (L.) Merr.). At present, we revealed the three-way interaction between Trichoderma harzianum T-aloe, pathogen S. sclerotiorum and soybean plants in order to demonstrate biocontrol mechanism and evaluate biocontrol potential of T-aloe against S. sclerotiorum in soybean. In our experiments, T-aloe inhibited the growth of S. sclerotiorum with an efficiency of 56.3% in dual culture tests. T-aloe hyphae grew in parallel or intertwined with S. sclerotiorum hyphae and produced hooked contact branches, indicating mycoparasitism. Plate tests showed that T-aloe culture filtrate inhibited S. sclerotiorum growth with an inhibition efficiency of 51.2% and sclerotia production. T-aloe pretreatment showed growth-promoting effect on soybean plants. The activities of peroxidase, superoxide dismutase, and catalase increased, and the hydrogen peroxide (H2O2) as well as the superoxide radical (O2-) content in soybean leaves decreased after T-aloe pretreatment in response to S. sclerotiorum pathogen challenge. T-aloe treatment diminished damage caused by pathogen stress on soybean leaf cell membrane, and increased chlorophyll as well as total phenol contents. The defense-related genes PR1, PR2, and PR3 were expressed in the leaves of T-aloe-treated plants. In summary, T-aloe displayed biocontrol potential against S. sclerotiorum. This is the first report of unraveling biocontrol potential of Trichoderma Spp. to soybean sclerotinia stem rot from the three-way interaction between the biocontrol agent, pathogen S. sclerotiorum and soybean plants.","2016-03-01","2021-01-12 07:39:19","2021-01-12 07:39:19",NA,"64-74",NA,NA,100,NA,"Plant Physiology and Biochemistry",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Resistance; richoderma  T-aloe; SA and JA/ET signaling; Soybean seedlings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","4HYVIKBY","journalArticle",2017,"Sun, Yang; Wang, Yong; Xie, Ziyu; Guo, Enhui; Han, Lirong; Zhang, Xing; Feng, Juntao","Activity and biochemical characteristics of plant extract cuminic acid against Sclerotinia sclerotiorum","Crop Protection","","0261-2194","10.1016/j.cropro.2017.07.024","http://www.sciencedirect.com/science/article/pii/S0261219417302211","Sclerotinia stem rot caused by Sclerotinia sclerotiorum (Lib.) de Bary is present worldwide and causes large economic losses. As more and more serious resistance of S. sclerotiorum against commonly used fungicides, development of novel biorational fungicides to control this fungal has become more and more urgent. In this study, the activity of cuminic acid isolated from the seed of Cuminum cyminum L, was assessed. The median effective concentration (EC50) values for inhibition of mycelial growth of 78 S. sclerotiorum strains ranged from 5.46 to 29.34 μg/ml, with an average EC50 value of 17.36 ± 2.28 μg/ml. Meanwhile, both in pot experiments and on detached leaves, cuminic acid exhibited significant control effects against S. sclerotiorum. After treated with cuminic acid, mycelia were clustered seriously and the surface were collapsed and shriveled. In S. sclerotiorum, cell membrane permeability would be increased while oxalic acid content would be decreased and glycerol content would be increased significantly treated with cuminic acid. Above all, cuminic acid showed the potential as a natural alternative to commercial fungicides or a lead compound to develop new fungicides for the control of Sclerotinia stem rot.","2017-11-01","2021-01-12 07:39:20","2021-01-12 07:39:20",NA,"76-83",NA,NA,101,NA,"Crop Protection",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Disease management; Sclerotinia stem rot; Botanical fungicide; p-isopropyl benzoic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","5FX7NLGY","journalArticle",2001,"Donaldson, Pauline A.; Anderson, Terry; Lane, Byron G.; Davidson, Andrea L.; Simmonds, Daina H.","Soybean plants expressing an active oligomeric oxalate oxidase from the wheat gf-2.8 (germin) gene are resistant to the oxalate-secreting pathogen Sclerotina sclerotiorum","Physiological and Molecular Plant Pathology","","0885-5765","10.1006/pmpp.2001.0369","http://www.sciencedirect.com/science/article/pii/S0885576501903698","Sclerotinia stem rot (SSR) caused by Sclerotinia sclerotiorum (Lib.) De Bary is a serious fungal disease of soybean. Senescing petals provide a starting nutrient source for the invasion of healthy tissue by the advancing oxalic acid secreting fungal hyphae. Since oxalic acid is a major pathogenicity factor of SSR, transgenic soybean capable of degrading oxalic acid may be resistant to the pathogen. Transgenic soybean plants were produced byAgrobacterium -mediated transformation with the wheat germin gene (gf-2.8) encoding an oligomeric protein, oxalate oxidase (OxO), which oxidizes oxalic acid to carbon dioxide and hydrogen peroxide (H2O2). Transgenic soybean homozygous for 35S- gf-2.8 produced an approx. 130kDa protein indistinguishable from wheat germin, and with OxO activity. OxO activity was prominent in cell walls proximal to the site of pathogen attack. The transgenics had greatly reduced disease progression and lesion length following cotyledon and stem inoculation with S. sclerotiorum indicating that the germin gene product conferred resistance to SSR. This is the first report of plant resistance to the fungal pathogen S. sclerotiorum in transgenic plants expressing OxO.","2001-12-01","2021-01-12 07:39:20","2021-01-12 07:39:20",NA,"297-307",NA,6,59,NA,"Physiological and Molecular Plant Pathology",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"oxalate oxidase; soybean; SSR; transformation; wheat germin; white mould",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","ZP8XFSA4","journalArticle",2010,"Malenčić, Djordje; Kiprovski, Biljana; Popović, Milan; Prvulović, Dejan; Miladinović, Jegor; Djordjević, Vuk","Changes in antioxidant systems in soybean as affected by Sclerotinia sclerotiorum (Lib.) de Bary","Plant Physiology and Biochemistry","","0981-9428","10.1016/j.plaphy.2010.08.003","http://www.sciencedirect.com/science/article/pii/S098194281000166X","Changes in antioxidant systems in soybean [Glycine max (L.) Merr., Fabaceae] genotypes infected with Sclerotinia sclerotiorum were studied 12, 24, 48 and 72h after inoculation. Generation of superoxide and hydroxyl radicals was evaluated together with the production of malonyldialdehyde, main end product of lipid peroxidation. Several enzymatic and non-enzymatic parameters were monitored as well, such as the activity of antioxidant enzymes superoxide dismutase and pyrogallol and guaiacol peroxidases, reduced glutathione, soluble proteins and total carotenoids content. Results showed that genotypes expressed oxidative burst as well as different antioxidant systems in response to biotic stress caused by pathogen invasion. It has been confirmed that, although hypersensitive cell death is efficient against biotrophic pathogens, it does not protect soybean plants against infection by the necrotrophic pathogen such as S. sclerotiorum. Still, some genotypes showed distinctive and combined activity of several biochemical parameters which may point to further directions in exploring host-pathogen relations and lead to selection and production of new genotypes with higher levels of tolerance","2010-10-01","2021-01-12 07:39:20","2021-01-12 07:39:20",NA,"903-908",NA,10,48,NA,"Plant Physiology and Biochemistry",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Antioxidant systems; Oxidative stress; Reactive oxygen species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","MFGSQRGA","journalArticle",2013,"Coman, Cristina; Moţ, Augustin C.; Gal, Emese; Pârvu, Marcel; Silaghi-Dumitrescu, Radu","Laccase is upregulated via stress pathways in the phytopathogenic fungus Sclerotinia sclerotiorum","Fungal Biology","","1878-6146","10.1016/j.funbio.2013.05.005","http://www.sciencedirect.com/science/article/pii/S1878614613000846","We report on the factors affecting the production of the newly characterized laccase from the phytopathogenic fungus Sclerotinia sclerotiorum (Lib.) de Bary. The carbon/nitrogen ratio appears to be of great importance. Rather than a simple nutrient-rich nitrogen source, yeast extract (YE) behaves as a true laccase upregulator, apparently acting via a stress pathway. Chelidonium majus extract, a known antifungal agent, acts in a similar manner. The compound(s) in the YE responsible for enhancing laccase synthesis are suggested to be hydrolysable choline derivatives. Both extracts reduce biomass and sclerotia development and enhance laccase production, leading to an increase in laccase activity by one order of magnitude compared to controls. The pH of the medium, a well-known virulence regulator for this fungus, also acts as a true laccase regulator, though via a different mechanism. The effect of pH appeared to be linked to the acidification kinetics of the extracellular medium during fungal development. A number of other known laccase inducers were found to enhance laccase production at most twofold.","2013-07-01","2021-01-12 07:39:21","2021-01-12 07:39:21",NA,"528-539",NA,7,117,NA,"Fungal Biology",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Stress response; pH; Culture optimization; Laccase regulation; Yeast extract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2HKTFNBV","journalArticle",2002,"Afek, Uzi; Orenstein, Janeta; Carmeli, Shmuel; Aharoni, Nehemia","Marmesin, a new phytoalexin associated with resistance of parsley to pathogens after harvesting","Postharvest Biology and Technology","","0925-5214","10.1016/S0925-5214(01)00186-7","http://www.sciencedirect.com/science/article/pii/S0925521401001867","The study tested two parsley (Petroslinum crispum) cultivars, ‘Janet’ (resident) and ‘Hazera’ (susceptible), that differ in their response to the fungus Botrytis cinera Pers. During the 4 days after inoculation with B. cinerea, at 24°C, concentrations of (+)marmesin in leaves sampled from ‘Janet’ and ‘Hazera’ increased from 17 to 145 μg g−1 fresh weight (FW) and from 8 to 25 μg g−1 FW, respectively. After the 4th day, levels decreased. Incidence of decay (necrotic areas) in ‘Janet’ and ‘Hazera’ leaves 4 days post-inoculation with B. cinerea, at 24°C, were 4 and 68 mm2, respectively. EC50 values of (+) marmesin for the pathogenic fungi B. cinerea, Alternaria alternata (Fr.) Keissler and Sclerotinia sclerotiorum (Lib) De Bray in vitro were found to be 30, 40 and 25 μg ml−1, respectively. (+)Marmesin levels were highly correlated with resistance.","2002-01-01","2021-01-12 07:39:22","2021-01-12 07:39:22",NA,"89-92",NA,1,24,NA,"Postharvest Biology and Technology",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Resistance; Marmesin; Parsley; Phytoalexin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","IGFMHBFN","journalArticle",2008,"WANG, Xin-Yu; YANG, En-Dong; QI, Cun-Kou; CHEN, Song; ZHANG, Jie-Fu; YANG, Qing","Construction of cDNA Expression Library of Oilseed Rape and Identification of the Interaction Partner of PG, a Virulence Factor from Sclerotinia sclerotiorum","Acta Agronomica Sinica","","1875-2780","10.1016/S1875-2780(08)60007-3","http://www.sciencedirect.com/science/article/pii/S1875278008600073","Sclerotinia sclerotiorum (Lib.) de Bary is the fungal agent that causes stem rot disease in oilseed rape (Brassica spp.). To overcome plant cell wall during early pathogenesis, the fungus secretes several types of cell wall-degrading enzymes such as polygalacturonases (PGs). The activities of these enzymes determine the pathogenicity/ virulence and are crucial for the colonization on plant tissues. PGs can induce defense reactions in plants unrelated to its enzyme activities. To understand the PG signaling pathway, a PG gene was cloned from S. sclerotiorum by RT-PCR. The encoding region of the PG gene was fused to the yeast GAL4 DNA-binding domain in yeast expression vector PGBKT7 and a rapeseed (B. napus) cDNA expression library was constructed in yeast. PG-interacting proteins were screened in the library using PG as bait by yeast two-hybrid assay. An interacting protein was isolated. Sequencing and BLAST analysis revealed that the protein contained a C2-domain and was predicted to be a Ca2+ binding domain. The protein shared 80.24% identity in amino acids with a C2-domain protein in Arabidopsis with unknown function. The expression levels of the C2-domain protein in floral, leaf, and stem organs of oilseed rape were investigated by semi-quantitative RT-PCR. The C2-domain protein was highly expressed in leaves when inoculated with S. sclerotiorum. The comparisons of the C2-domain proteins identified in oilseed rape with that of other species suggested that aspartic acid residues involving in Ca2+ binding were conserved.","2008-02-01","2021-01-12 07:39:23","2021-01-12 07:39:23",NA,"192-197",NA,2,34,NA,"Acta Agronomica Sinica",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"C2-domain; polygalacturonase (PG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","NTVBCJPP","journalArticle",1972,"Wheeler, B.E.J.","Effect of ethanol on production of sclerotia by Sclerotium rolfsii","Transactions of the British Mycological Society","","0007-1536","10.1016/S0007-1536(72)80126-8","http://www.sciencedirect.com/science/article/pii/S0007153672801268","Mycelial growth of Sclerotium rolfsii Sacc. was prolonged, initiation and maturation of sclerotia were delayed, and fewer sclerotia were formed, when ethanol was added to the growth medium at concentrations from 0·5 to 3% (v/v). Similar changes were induced by exposing colonies to ethanol vapour at various stages before the initiation of sclerotia. On liquid glucose-containing medium, total dry weight was little affected by ethanol levels from 0·5 to 3% (v/v). Lower levels of ethanol (0·5–1·5 %, v/v) caused stimulation of total growth, but the relative amount of sclerotial growth decreased with increasing ethanol concentration. The fungus grew sparsely with ethanol as the sole source of carbon. The growth of three other isolates of S. rolfsii and one of Sclerotinia sclerotiorum (Lib.) de Bary was similarly affected by ethanol.","1972-12-01","2021-01-12 07:39:23","2021-01-12 07:39:23",NA,"453-461",NA,3,59,NA,"Transactions of the British Mycological Society",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","I23QQKTA","journalArticle",2004,"Dillard, Helene R.; Bellinder, Robin R.; Shah, Denis A.","Integrated management of weeds and diseases in a cabbage cropping system","Crop Protection","","0261-2194","10.1016/S0261-2194(03)00172-8","http://www.sciencedirect.com/science/article/pii/S0261219403001728","Weeds and diseases constrain cabbage (Brassica oleracea L.) production in New York. Moreover, the highly competitive weed species, Ambrosia artemisiifolia L., increases the risk of white mold caused by Sclerotinia sclerotiorum (Lib.) de Bary. The objective of this study was to identify sustainable weed and disease management practices for the integrated control of both classes of pests in cabbage. Cabbage sub-plots were established on larger whole-plots which had been under rotations of alfalfa (Medicago sativa L.), clover (Trifolium pratense L.), rye (Secale cereale L.) or sweet corn (Zea mays L. var. rugosa Bonaf.) for the two previous years. Weed densities were measured 21d after cabbage transplanting. Weed community response to the rotational crops varied by location. In general, herbicides provided the best weed control in cabbage, but non-chemical practices (mulching, cultivation) were as effective as herbicides in controlling A. artemisiifolia. This weed was associated with reductions in cabbage size at all three sites. The results demonstrate that rotational crop schemes in conjunction with non-chemical management strategies can be effective in controlling weed infestations. Dry weather during the growing season prevented the development of white mold. However, cabbage quality was reduced by a rot caused by a species of Fusarium. The incidence of rot appeared unrelated to weed density or weed community composition.","2004-02-01","2021-01-12 07:39:24","2021-01-12 07:39:24",NA,"163-168",NA,2,23,NA,"Crop Protection",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Cabbage head rot; Multivariate analysis; Sustainable agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","5RBK8BUB","journalArticle",2018,"Sabaté, Daniela C.; Brandan, Carolina Pérez; Petroselli, Gabriela; Erra-Balsells, Rosa; Audisio, M.Carina","Biocontrol of Sclerotinia sclerotiorum (Lib.) de Bary on common bean by native lipopeptide-producer Bacillus strains","Microbiological Research","","0944-5013","10.1016/j.micres.2018.04.003","http://www.sciencedirect.com/science/article/pii/S0944501317310546","Bacillus sp. B19, Bacillus sp. P12 and B. amyloliquefaciens B14 were isolated from soils of Salta province, and PGPR properties on the common bean (Phaseolus vulgaris L.) cv. Alubia and antagonistic activity against Sclerotinia sclerotiorum were studied. It was determined that B19 and P12 increased crop germination potential (GP) from the common bean by 14.5% compared to control seeds; these strains also increased root length (10.4 and 15%, respectively) and stem length (20.2 and 30%, respectively) compared to the control; however, as for the B14 strain, no increases in growth parameters were detected. In addition, all the treatments that combined two bacilli: B14 + B19, B14 + P12 and B19 + P12, generated beneficial effects on GP and seedling growth compared to control seeds, but not compared to a single inoculant. B19 and P12 strains synthesized auxins at concentrations of 5.71 and 4.90 mg/mL, respectively, and it was qualitatively determined that they synthesize siderophores. In addition, previous studies have determined that B14 produces auxins in a concentration of 10.10 mg/mL, and qualitatively synthesizes siderophores. The phytosanitary state of the white bean cv. Alubia control seeds revealed bacterial contamination in 87% of all the evaluated seeds and different fungi such as Cladosporium sp., Fusarium sp., and Rhizopus sp. Bean seeds treated with B14, B19 or P12 showed no growth of contaminating bacteria or of pathogenic fungi; in fact, bacilli inoculum development was observed in all seeds. Additionally, B19, P12 and B14 strains inhibited in vitro the development of 9 native S. sclerotiorum strains isolated from the Salta region, with FI ranging between 60 and 100%. The three Bacillus strains synthesized different isoforms of the lipopeptides: surfactin, iturin, and fengycin in the presence of S. sclerotiorum, as determined by MALDI-TOF. In the in vivo trials, when common bean seeds were grown in soils contaminated with S. sclerotiorum, an incidence of 100% was determined when the seeds were not treated with any Bacillus. Seeds treated with the chemical fungicide and sown in S. sclerotiorum-infested soil did not produce seed emergence, while the inoculation of the seeds with B14 + P12, B14 + B19 or B19 + P12 reduced the effect of the pathogen by 46, 43 and 25%, respectively. Disease progression in B14 + P12 and B14 + B19 treatments was significantly lower than in the remaining treatments, with an AUDPC of 873.75 and 1071, respectively.","2018-06-01","2021-01-12 07:39:24","2021-01-12 07:39:24",NA,"21-30",NA,NA,211,NA,"Microbiological Research",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Biological control; Lipopeptides; L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","6FEKJ969","journalArticle",1998,"Williams, Roger H.; Whipps, John M.; Cooke, Roderic C.","Role of soil mesofauna in dispersal of Coniothyrium minitans: mechanisms of transmission","Soil Biology and Biochemistry","","0038-0717","10.1016/S0038-0717(98)00064-9","http://www.sciencedirect.com/science/article/pii/S0038071798000649","Soil mesofauna are thought to play a role in the dispersal of Coniothyrium minitans Campbell but the mechanisms of transmission are unclear. The mite Acarus siro L. and the collembolan Folsomia candida Willem are known to be able to transmit the mycoparasite to uninfected sclerotia of Sclerotinia sclerotiorum (Lib.) de Bary in soil, and consequently the mechanisms of transmission of the mycoparasite by these animals have been investigated in detail. To facilitate this work, a novel method for surface sterilising mites was developed. In an initial investigation, A. siro was found to carry inoculum externally and in the gut. Indeed, almost all faecal pellets collected from either A. siro or F. candida, following feeding on C. minitans, contained germinable inoculum of the mycoparasite. Microscopic examination showed that faeces from these animals consisted mainly of conidia or fragments of conidium, but that only intact conidia gave rise to growth of C. minitans. Passage through the gut of either animal reduced percentage germination of conidia to 11 and 60% in mite and collembolan faeces, respectively, compared to 99% in controls not subjected to gut passage. In addition, germination in mite faeces was delayed by approximately 12h compared to controls. However, subsequent germ tube extension from surviving conidia appeared unaffected by gut passage. Individual faecal pellets of A. siro were found to contain sufficient inoculum of the mycoparasite to initiate infection of sclerotia in moist sterile sand and non-sterile soil. The relevance of these results to the glasshouse and field situation is discussed.","1998-12-01","2021-01-12 07:39:24","2021-01-12 07:39:24",NA,"1937-1945",NA,14,30,NA,"Soil Biology and Biochemistry",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","MSFHBZRX","journalArticle",1974,"Jones, D.","Fungicidal effects of the fumigant dazomet on sclerotia of Sclerotinia sclerotiorum in soil","Transactions of the British Mycological Society","","0007-1536","10.1016/S0007-1536(74)80169-5","http://www.sciencedirect.com/science/article/pii/S0007153674801695","Dazomet was fungicidal to sclerotia of Sclerotinia sclerotiorum (Lib.) de Bary, from pure culture or collected from different agricultural crops, in soil over a range of temperatures from 5 to 20°C and its effect became operative within 2 days at 20°C ; after 8 days no viable sclerotia were recorded at any of the temperatures. It was more effective in action on sclerotia than either nitrolim or dicyanidiamide which inhibit the formation of stipes and apothecia but do not kill all the sclerotia under the experimental conditions used.","1974-10-01","2021-01-12 07:39:25","2021-01-12 07:39:25",NA,"249-IN8",NA,2,63,NA,"Transactions of the British Mycological Society",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
