"","Keyword","Item.Title","Publication.Title","Book.Series.Title","Journal.Volume","Journal.Issue","Item.DOI","Authors","Publication.Year","URL","Content.Type","Kyeword"
"2113","Management and Sclerotinia","Biocontrol of Colletotrichum falcatum with volatile metabolites produced by endophytic bacteria and profiling VOCs by headspace SPME coupled with GC–MS","Sugar Tech",NA,NA,"","10.1007/s12355-020-00891-2","V. JayakumarA. Ramesh SundarR. Viswanathan",2020,"http://link.springer.com/article/10.1007/s12355-020-00891-2","Article",NA
"2114","Management and Sclerotinia","Identification of rust resistance in groundnut using a validated SSR marker","Euphytica",NA,210,"3","10.1007/s10681-016-1705-3","Engin YolHari D. UpadhyayaBulent Uzun",2016,"http://link.springer.com/article/10.1007/s10681-016-1705-3","Article",NA
"2115","Management and Sclerotinia","First detection of a SDH variant with reduced SDHI sensitivity in Phakopsora pachyrhizi","Journal of Plant Diseases and Protection",NA,125,"1","10.1007/s41348-017-0117-5","Kelly SimõesAngelika HawlikAlexandra RehfusFernando GavaGerd Stammler",2018,"http://link.springer.com/article/10.1007/s41348-017-0117-5","Article",NA
"2116","Management and Sclerotinia","The challenges of maintaining a collection of wild sunflower (Helianthus) species","Genetic Resources and Crop Evolution",NA,63,"7","10.1007/s10722-015-0313-8","Jovanka AtlagićSreten Terzić",2016,"http://link.springer.com/article/10.1007/s10722-015-0313-8","Article",NA
"2117","Management and Sclerotinia","Exploring the microbial communities associated with Botrytis cinerea during berry development in table grape with emphasis on potential biocontrol yeasts","European Journal of Plant Pathology",NA,154,"4","10.1007/s10658-019-01710-5","P. C. CarmichaelN. SiyoumL. ChidambaLise Korsten",2019,"http://link.springer.com/article/10.1007/s10658-019-01710-5","Article",NA
"2118","Management and Sclerotinia","Baseline sensitivity of Phytophthora capsici to the strobilurin fungicide benzothiostrobin and the efficacy of this fungicide","European Journal of Plant Pathology",NA,152,"3","10.1007/s10658-018-1514-8","Dicheng MaJiamei ZhuLeiming HeKaidi CuiWei MuFeng Liu",2018,"http://link.springer.com/article/10.1007/s10658-018-1514-8","Article",NA
"2119","Management and Sclerotinia","A novel function of N-signaling in plants with special reference to Trichoderma interaction influencing plant growth, nitrogen use efficiency, and cross talk with plant hormones","3 Biotech",NA,9,"3","10.1007/s13205-019-1638-3","Bansh Narayan SinghPadmanabh DwivediBirinchi Kumar SarmaGopal Shankar SinghHarikesh Bahadur Singh",2019,"http://link.springer.com/article/10.1007/s13205-019-1638-3","Article",NA
"2120","Management and Sclerotinia","Identification of QTLs for resistance to leaf spots in cultivated peanut (Arachis hypogaea L.) through GWAS analysis","Theoretical and Applied Genetics",NA,133,"7","10.1007/s00122-020-03576-2","Hui ZhangYe ChuPhat DangYueyi TangTao JiangJosh Paul ClevengerPeggy Ozias-AkinsCorley HolbrookMing Li WangHoward CampbellAustin HaganCharles Chen",2020,"http://link.springer.com/article/10.1007/s00122-020-03576-2","Article",NA
"2121","Management and Sclerotinia","Sclerotium rolfsii lectin expressed in tobacco confers protection against Spodoptera litura and Myzus persicae","Journal of Pest Science",NA,89,"2","10.1007/s10340-015-0704-9","Gulamnabi L. VantiH. VishwanathreddyHemalatha VenkatGanapati G. BhatVenkatesh PadmanabhanN. S. JayaprakashVamadevaiah HiremathIshwarappa S. KatageriSathisha J. GonchigarShashikala R. InamdarBale M. Swamy",2016,"http://link.springer.com/article/10.1007/s10340-015-0704-9","Article",NA
"2122","Management and Sclerotinia","New insights on the green synthesis of metallic nanoparticles using plant and waste biomaterials: current knowledge, their agricultural and environmental applications","Environmental Science and Pollution Research",NA,25,"11","10.1007/s11356-017-9912-6","Rijuta Ganesh SarataleGanesh Dattatraya SarataleHan Seung ShinJaya Mary JacobArivalagan PugazhendhiMukesh BhaisareGopalakrishanan Kumar",2018,"http://link.springer.com/article/10.1007/s11356-017-9912-6","Article",NA
"2123","Management and Sclerotinia","Sensitivity of Cochliobolus heterostrophus to three demethylation inhibitor fungicides, propiconazole, diniconazole and prochloraz, and their efficacy against southern corn leaf blight in Fujian Province, China","European Journal of Plant Pathology",NA,152,"2","10.1007/s10658-018-1490-z","Yuli DaiLin GanHongchun RuanNiuniu ShiYixin DuLei LiaoZhixia WeiZhenyong TengFuru ChenXiujuan Yang",2018,"http://link.springer.com/article/10.1007/s10658-018-1490-z","Article",NA
"2124","Management and Sclerotinia","Biological control of plant diseases","Australasian Plant Pathology",NA,46,"4","10.1007/s13313-017-0481-4","Philip A. O’Brien",2017,"http://link.springer.com/article/10.1007/s13313-017-0481-4","Article",NA
"2125","Management and Sclerotinia","Hyperspectral image analysis techniques for the detection and classification of the early onset of plant disease and stress","Plant Methods",NA,13,"1","10.1186/s13007-017-0233-z","Amy LoweNicola HarrisonAndrew P French",2017,"http://link.springer.com/article/10.1186/s13007-017-0233-z","Article",NA
"2126","Management and Sclerotinia","Improving Soil Health in Pacific Northwest Potato Production: a Review","American Journal of Potato Research",NA,97,"1","10.1007/s12230-019-09742-7","Karen HillsHarold CollinsGeorgine YorgeyAndrew McGuireChad Kruger",2020,"http://link.springer.com/article/10.1007/s12230-019-09742-7","Article",NA
"2127","Management and Sclerotinia","Abstracts of presentations at the XXIV Congress of the Italian Phytopathological Society","Journal of Plant Pathology",NA,100,"3","10.1007/s42161-018-0130-y","",2018,"http://link.springer.com/article/10.1007/s42161-018-0130-y","Article",NA
"2128","Management and Sclerotinia","Effectiveness of silicon and silicate salts for controlling black root rot and induced pathogenesis-related protein of strawberry plants","Bulletin of the National Research Centre",NA,43,"1","10.1186/s42269-019-0139-1","Farid Abd-El-KareemIbrahim E. ElshahawyMahfouz M. M. Abd-Elgawad",2019,"http://link.springer.com/article/10.1186/s42269-019-0139-1","Article",NA
"2129","Management and Sclerotinia","Organic Farming Enhances the Diversity and Community Structure of Endophytic Archaea and Fungi in Maize Plant: a Shotgun Approach","Journal of Soil Science and Plant Nutrition",NA,20,"4","10.1007/s42729-020-00324-9","Ayomide Emmanuel FadijiAyansina Segun AyangbenroOlubukola Oluranti Babalola",2020,"http://link.springer.com/article/10.1007/s42729-020-00324-9","Article",NA
"2130","Management and Sclerotinia","Genetic structure of Pyrenophora teres f. teres and P. teres f. maculata populations from western Canada","European Journal of Plant Pathology",NA,146,"2","10.1007/s10658-016-0919-5","Alireza AkhavanT. Kelly TurkingtonBerisso KebedeKequan XiKrishan KumarAndy TekauzH. Randy KutcherJames R. TuckerStephen E. Strelkov",2016,"http://link.springer.com/article/10.1007/s10658-016-0919-5","Article",NA
"2131","Management and Sclerotinia","Mycelial compatibility groups, pathogenic diversity and biological control of Sclerotium rolfsii on turfgrass","Egyptian Journal of Biological Pest Control",NA,29,"1","10.1186/s41938-019-0144-6","Filiz ÜnalAyşe AşkınErcan KocaMesut YıldırırM. Ümit Bingöl",2019,"http://link.springer.com/article/10.1186/s41938-019-0144-6","Article",NA
"2132","Management and Sclerotinia","Grass pea (Lathyrus sativus L.): orphan crop, nutraceutical or just plain food?","Planta",NA,250,"3","10.1007/s00425-018-03084-0","Fernand LambeinSilvia TravellaYu-Haey KuoMarc Van MontaguMarc Heijde",2019,"http://link.springer.com/article/10.1007/s00425-018-03084-0","Article",NA
"2133","Management and Sclerotinia","Advances in breeding and biotechnology of legume crops","Plant Cell, Tissue and Organ Culture (PCTOC)",NA,127,"3","10.1007/s11240-016-1106-2","Cristián JacobBasilio CarrascoAndrés R. Schwember",2016,"http://link.springer.com/article/10.1007/s11240-016-1106-2","Article",NA
"2134","Management and Sclerotinia","Effect of drought stress on the genetic architecture of photosynthate allocation and remobilization in pods of common bean (Phaseolus vulgaris L.), a key species for food security","BMC Plant Biology",NA,19,"1","10.1186/s12870-019-1774-2","Jorge C. Berny Mier y TeranEnéas R. KonzenAntonia PalkovicSiu M. TsaiIdupulapati M. RaoStephen BeebePaul Gepts",2019,"http://link.springer.com/article/10.1186/s12870-019-1774-2","Article",NA
"2135","Management and Sclerotinia","Mapping of new quantitative trait loci for sudden death syndrome and soybean cyst nematode resistance in two soybean populations","Theoretical and Applied Genetics",NA,131,"5","10.1007/s00122-018-3057-y","Sivakumar SwaminathanNilwala S. AbeysekaraJoshua M. KnightMin LiuJia DongMatthew E. HudsonMadan K. BhattacharyyaSilvia R. Cianzio",2018,"http://link.springer.com/article/10.1007/s00122-018-3057-y","Article",NA
"2136","Management and Sclerotinia","Rapid detection of benzimidazole resistance in Botrytis cinerea by loop-mediated isothermal amplification","Phytopathology Research",NA,1,"1","10.1186/s42483-019-0016-8","Fei FanMatthias HahnGuo-Qing LiYang LinChao-Xi Luo",2019,"http://link.springer.com/article/10.1186/s42483-019-0016-8","Article",NA
"2137","Management and Sclerotinia","Spontaneous and CRISPR/Cas9-induced mutation of the osmosensor histidine kinase of the canola pathogen Leptosphaeria maculans","Fungal Biology and Biotechnology",NA,4,"1","10.1186/s40694-017-0043-0","Alexander IdnurmAndrew S. UrquhartDinesh R. VummadiSteven ChangAngela P. Van de WouwFrancisco J. López-Ruiz",2017,"http://link.springer.com/article/10.1186/s40694-017-0043-0","Article",NA
"2138","Management and Sclerotinia","Co-managing soil and plant pathogens: effects of organic amendments on soil fertility and fungal pathogen survival","Plant and Soil",NA,432,"2-Jan","10.1007/s11104-018-3779-2","Emmi E. KoivunenKatherine L. TullyCassandra L. Swett",2018,"http://link.springer.com/article/10.1007/s11104-018-3779-2","Article",NA
"2139","Management and Sclerotinia","Book reviews","Fungal Diversity",NA,77,"1","10.1007/s13225-016-0359-8","Dhanushka N. WanasingheSutakorn KamolhanDinushani Anupama DaranagamaW. K. M. C. DayarathneAsha J. DissanayakeIshani D. GoonasekaraK. K. HapuarachchiNimali Indiwaree de SilvaHasini EkanayakaSubashini C. JayasiriSamantha C. KarunarathnaRekhani H. PereraChayanard PhukhamsakdaIndunil C. SenanayakeQiuju ShangThilini K. Wickremasinghe",2016,"http://link.springer.com/article/10.1007/s13225-016-0359-8","Article",NA
"2140","Management and Sclerotinia","Molecular cloning and characterization of chitinase genes from zoysiagrass (Zoysia Japonica Steud.)","Plant Biotechnology Reports",NA,10,"3","10.1007/s11816-016-0396-5","Ji-Nam KangHong-Gyu KangHyeon-Jin SunYong-Ik KwonDae-Hwa YangSuk-Min KoHyo-Yeon Lee",2016,"http://link.springer.com/article/10.1007/s11816-016-0396-5","Article",NA
"2141","Management and Sclerotinia","Chemical composition and antimicrobial activity of chia (Salvia hispanica L.) essential oil","European Food Research and Technology",NA,244,"9","10.1007/s00217-018-3080-x","Hazem S. ElshafieLuigi AlibertiMariana AmatoVincenzo De FeoIppolito Camele",2018,"http://link.springer.com/article/10.1007/s00217-018-3080-x","Article",NA
"2142","Management and Sclerotinia","Fusarium oxysporum and Fusarium avenaceum associated with yield-decline of pyrethrum in Australia","European Journal of Plant Pathology",NA,149,"1","10.1007/s10658-017-1161-5","Azin MoslemiPeter K. AdesTim GroomMarc E. NicolasPaul W.J. Taylor",2017,"http://link.springer.com/article/10.1007/s10658-017-1161-5","Article",NA
"2143","Management and Sclerotinia","Nematotoxic activity of essential oils from Monarda species","Journal of Pest Science",NA,91,"3","10.1007/s10340-018-0957-1","S. LaqualeP. AvatoM. P. ArgentieriM. G. BellardiT. D’Addabbo",2018,"http://link.springer.com/article/10.1007/s10340-018-0957-1","Article",NA
"2144","Management and Sclerotinia","Enhanced Fusarium oxysporum f. sp. tuberosi Resistance in Transgenic Potato Expressing a Rice GLP Superoxide Dismutase Gene","American Journal of Potato Research",NA,95,"4","10.1007/s12230-018-9639-z","Nadia MajeedBushra JavaidFarah DeebaSyed Muhammad Saqlan NaqviDavid S. Douches",2018,"http://link.springer.com/article/10.1007/s12230-018-9639-z","Article",NA
"2145","Management and Sclerotinia","A review of the phytochemical profiling and biological activities of Hyptis Jacq.: a Brazilian native genus of Lamiaceae","Brazilian Journal of Botany",NA,43,"1","10.1007/s40415-020-00582-y","Martha Dalila Sedano-PartidaKátia Pereira dos SantosWilton Ricardo Sala-CarvalhoCíntia Luíza Silva-LuzClaudia M. Furlan",2020,"http://link.springer.com/article/10.1007/s40415-020-00582-y","Article",NA
"2146","Management and Sclerotinia","Mapping of genetic locus for leaf trichome in Brassica oleracea","Theoretical and Applied Genetics",NA,130,"9","10.1007/s00122-017-2936-y","Jiaqin MeiJinhua WangYuehua LiShuai TianDayong WeiChaoguo ShaoJun SiQing XiongJiana LiWei Qian",2017,"http://link.springer.com/article/10.1007/s00122-017-2936-y","Article",NA
"2147","Management and Sclerotinia","In silico characterization and expression of disease-resistance-related genes within the collinear region of Brassica napus blackleg resistant locus LepR1′ in B. oleracea","Journal of General Plant Pathology",NA,86,"6","10.1007/s10327-020-00946-y","Mostari Jahan FerdousMohammad Rashed HossainJong-In ParkHoy-Taek KimArif Hasan Khan RobinSathishkumar NatarajanManosh Kumar BiswasHee-Jeong JungIll-Sup Nou",2020,"http://link.springer.com/article/10.1007/s10327-020-00946-y","Article",NA
"2148","Management and Sclerotinia","Reaction of Phaseolus spp. genotypes to ashy stem blight caused by Macrophomina phaseolina","Euphytica",NA,213,"8","10.1007/s10681-017-1989-y","Diego M. ViteriAngela M. Linares",2017,"http://link.springer.com/article/10.1007/s10681-017-1989-y","Article",NA
"2149","Management and Sclerotinia","Risk of pathogens associated with plant germplasm imported into India from various countries","Indian Phytopathology",NA,71,"1","10.1007/s42360-018-0014-2","Baleshwar SinghJameel AkhtarAravindaram KandanPardeep KumarDinesh ChandAshok Kumar MauryaPrakash Chand AgarwalSunil Chandra Dubey",2018,"http://link.springer.com/article/10.1007/s42360-018-0014-2","Article",NA
"2150","Management and Sclerotinia","qPCR-based detection of Colletotrichum truncatum in soybean seeds","Tropical Plant Pathology",NA,45,"5","10.1007/s40858-020-00380-7","Manoel B. S. JúniorMário L. V. ResendeEdson A. PozzaDeila M. S. BotelhoAcleide M. S. CardosoCarolina S. SiqueiraJosé C. MachadoAlexandre R. M. ResendeGustavo C. D. SilveiraSarah S. C. Guimarães",2020,"http://link.springer.com/article/10.1007/s40858-020-00380-7","Article",NA
"2151","Management and Sclerotinia","Composition and function of rhizosphere microbiome of Panax notoginseng with discrepant yields","Chinese Medicine",NA,15,"1","10.1186/s13020-020-00364-4","Mengzhi LiZhongjian ChenJun QianFugang WeiGuozhuang ZhangYong WangGuangfei WeiZhigang HuLinlin DongShilin Chen",2020,"http://link.springer.com/article/10.1186/s13020-020-00364-4","Article",NA
"2152","Management and Sclerotinia","Development of Conventional and Real-Time PCR Assays to Detect Alternaria burnsii in Cumin Seed","Gesunde Pflanzen",NA,71,"3","10.1007/s10343-019-00466-6","Göksel ÖzerHarun Bayraktar",2019,"http://link.springer.com/article/10.1007/s10343-019-00466-6","Article",NA
"2153","Management and Sclerotinia","Nanodiagnostics for plant pathogens","Environmental Chemistry Letters",NA,15,"1","10.1007/s10311-016-0580-4","Prem Lal KashyapSudheer KumarAlok K. Srivastava",2017,"http://link.springer.com/article/10.1007/s10311-016-0580-4","Article",NA
"2154","Management and Sclerotinia","Evaluation of oilseed rape seed yield losses caused by Leptosphaeria biglobosa in central China","European Journal of Plant Pathology",NA,150,"1","10.1007/s10658-017-1266-x","Xiang CaiYongju HuangDaohong JiangBruce D.L. FittGuoqing LiLong Yang",2018,"http://link.springer.com/article/10.1007/s10658-017-1266-x","Article",NA
"2155","Management and Sclerotinia","Genotyping-by-sequencing targeting of a novel downy mildew resistance gene Pl
                     
                20
               from wild Helianthus argophyllus for sunflower (Helianthus annuus L.)","Theoretical and Applied Genetics",NA,130,"7","10.1007/s00122-017-2906-4","G. J. MaS. G. MarkellQ. J. SongL. L. Qi",2017,"http://link.springer.com/article/10.1007/s00122-017-2906-4","Article",NA
"2156","Management and Sclerotinia","Characterization of a groundnut collection to stem rot disease caused by Sclerotium rolfsii","Australasian Plant Pathology",NA,49,"6","10.1007/s13313-020-00748-y","V. GucluM. AydogduM. BasakS. KizilB. UzunE. Yol",2020,"http://link.springer.com/article/10.1007/s13313-020-00748-y","Article",NA
"2157","Management and Sclerotinia","Molecular diversity in Fusarium oxysporum isolates from common bean fields in Brazil","European Journal of Plant Pathology",NA,152,"2","10.1007/s10658-018-1479-7","Andre Freire CruzLucas Fagundes SilvaTiago Vieira SousaAlessandro NicoliTrazilbo Jose de Paula JuniorEveline Teixeira CaixetaLaercio Zambolim",2018,"http://link.springer.com/article/10.1007/s10658-018-1479-7","Article",NA
"2158","Management and Sclerotinia","Statistical optimization of xylanase production, using different agricultural wastes by Aspergillus oryzae MN894021, as a biological control of faba bean root diseases","Egyptian Journal of Biological Pest Control",NA,30,"1","10.1186/s41938-020-00323-z","Sherien M. M. AtallaNehad E. AhmedHassan M. AwadNadia G. El GamalAliaa R. El Shamy",2020,"http://link.springer.com/article/10.1186/s41938-020-00323-z","Article",NA
"2159","Management and Sclerotinia","Molecular mapping of the genomic region conferring resistance to soybean stem canker in Hutcheson soybean","Molecular Breeding",NA,37,"5","10.1007/s11032-017-0660-6","M. A. ChiesaM. V. CambursanoR. N. PioliE. N. Morandi",2017,"http://link.springer.com/article/10.1007/s11032-017-0660-6","Article",NA
"2160","Management and Sclerotinia","Genome-wide association mapping of partial resistance to Phytophthora sojae in soybean plant introductions from the Republic of Korea","BMC Genomics",NA,17,"1","10.1186/s12864-016-2918-5","Rhiannon SchneiderWilliam RollingQijian SongPerry CreganAnne E. DorranceLeah K. McHale",2016,"http://link.springer.com/article/10.1186/s12864-016-2918-5","Article",NA
"2161","Management and Sclerotinia","Development of a multiplex PCR diagnostic assay for the detection of Stagonosporopsis species associated with ray blight of Asteraceae","European Journal of Plant Pathology",NA,146,"3","10.1007/s10658-016-0944-4","Niloofar VaghefiFrank S. HaySarah J. PethybridgeRebecca FordPaul W. J. Taylor",2016,"http://link.springer.com/article/10.1007/s10658-016-0944-4","Article",NA
"2162","Management and Sclerotinia","Abstracts of the 8th international geminivirus symposium and the 6th international ssDNA comparative virology workshop, 7–10th November 2016, New Delhi","VirusDisease",NA,27,"4","10.1007/s13337-016-0351-7","Anirban Roy",2016,"http://link.springer.com/article/10.1007/s13337-016-0351-7","Article",NA
"2163","Management and Sclerotinia","Induction of resistance in pepper against Xanthomonas euvesicatoria by β-aminobutyric acid","Australasian Plant Disease Notes",NA,12,"1","10.1007/s13314-016-0226-1","Ali Safaie FarahaniS. Mohsen Taghavi",2016,"http://link.springer.com/article/10.1007/s13314-016-0226-1","Article",NA
"2164","Management and Sclerotinia","Activation of defense mechanism in Lehsua (Cordia myxa) through systemic acquired resistance inducers against Alternaria leaf spot disease","Journal of Plant Biochemistry and Biotechnology",NA,NA,"","10.1007/s13562-020-00579-4","Sushila ChoudharyR. P. Ghasolia",2020,"http://link.springer.com/article/10.1007/s13562-020-00579-4","Article",NA
"2165","Management and Sclerotinia","The genetic and phenotypic variability of interspecific hybrid bermudagrasses (Cynodon dactylon (L.) Pers. × C. transvaalensis Burtt-Davy) used on golf course putting greens","Planta",NA,244,"4","10.1007/s00425-016-2573-8","Eric H. ReasorJames T. BrosnanRobert N. TrigianoJ. Earl ElsnerGerald M. HenryBrian M. Schwartz",2016,"http://link.springer.com/article/10.1007/s00425-016-2573-8","Article",NA
"2166","Management and Sclerotinia","Managing sweet pepper anthracnose by choice of planting season, organic soil mulch, fungicide and moderate nitrogen fertilization","Phytoparasitica",NA,48,"4","10.1007/s12600-020-00819-2","Caroline PedrosoJustino J. Dias-NetoMauricio RossatoLiamar Maria dos AnjosAdalberto Corrêa Café-Filho",2020,"http://link.springer.com/article/10.1007/s12600-020-00819-2","Article",NA
"2167","Management and Sclerotinia","Testing methods and statistical models of genomic prediction for quantitative disease resistance to Phytophthora sojae in soybean [Glycine max (L.) Merr] germplasm collections","Theoretical and Applied Genetics",NA,133,"12","10.1007/s00122-020-03679-w","William R. RollingAnne E. DorranceLeah K. McHale",2020,"http://link.springer.com/article/10.1007/s00122-020-03679-w","Article",NA
"2168","Management and Sclerotinia","Taxonomy of the order Mononegavirales: update 2018","Archives of Virology",NA,163,"8","10.1007/s00705-018-3814-x","Gaya K. AmarasingheNidia G. Aréchiga CeballosAshley C. BanyardChristopher F. BaslerSina BavariAndrew J. BennettKim R. BlasdellThomas BrieseAlexander BukreyevYíngyún CaìCharles H. CalisherCristine Campos LawsonKartik ChandranColin A. ChapmanCharles Y. ChiuKang-Seuk Choi",2018,"http://link.springer.com/article/10.1007/s00705-018-3814-x","Article",NA
"2169","Management and Sclerotinia","Residue dynamics and risk assessment of Luna Experience® (fluopyram + tebuconazole) and chlorpyrifos on French beans (Phaseolus vulgaris L.)","Environmental Science and Pollution Research",NA,25,"27","10.1007/s11356-018-2733-4","Sapna KatnaJatiender Kumar DubeySurender Kumar PatyalNisha DeviAvinash ChauhanAjay Sharma",2018,"http://link.springer.com/article/10.1007/s11356-018-2733-4","Article",NA
"2170","Management and Sclerotinia","Potential use of Streptomyces mycarofaciens SS-2-243 as a biofumigant to protect maize seeds against two aflatoxin producing fungi","European Journal of Plant Pathology",NA,155,"2","10.1007/s10658-019-01782-3","Sawai BoukaewWanida PetlamulPurawich PhitthayaphinantPoonsuk Prasertsan",2019,"http://link.springer.com/article/10.1007/s10658-019-01782-3","Article",NA
"2171","Management and Sclerotinia","Fungicidal Properties of 2-Amino-4-nitrophenol and Its Derivatives","Bulletin of Environmental Contamination and Toxicology",NA,102,"6","10.1007/s00128-019-02602-4","Loik MukhtorovGeorgy PestsovMaria NikishinaEvgenia IvanovaYury AtroshchenkoLeonid Perelomov",2019,"http://link.springer.com/article/10.1007/s00128-019-02602-4","Article",NA
"2172","Management and Sclerotinia","Taxonomy of the order Mononegavirales: update 2017","Archives of Virology",NA,162,"8","10.1007/s00705-017-3311-7","Gaya K. AmarasingheYīmíng BàoChristopher F. BaslerSina BavariMartin BeerNicolás BejermanKim R. BlasdellAlisa BochnowskiThomas BrieseAlexander BukreyevCharles H. CalisherKartik ChandranPeter L. CollinsRalf G. DietzgenOlga DolnikRalf Dürrwald",2017,"http://link.springer.com/article/10.1007/s00705-017-3311-7","Article",NA
"2173","Management and Sclerotinia","Valorisation of Mango Peels: Extraction of Pectin and Antioxidant and Antifungal Polyphenols","Waste and Biomass Valorization",NA,11,"1","10.1007/s12649-018-0433-4","Romeo RojasOlga B. Alvarez-PérezJuan C. Contreras-EsquivelAntónio VicenteAbril FloresJose SandovalCristobal N. Aguilar",2020,"http://link.springer.com/article/10.1007/s12649-018-0433-4","Article",NA
"2174","Management and Sclerotinia","Nanopesticides: Opportunities in Crop Protection and Associated Environmental Risks","Proceedings of the National Academy of Sciences, India Section B: Biological Sciences",NA,88,"4","10.1007/s40011-016-0791-2","Shailesh PandeyKrishna GiriRajesh KumarGaurav MishraR. Raja Rishi",2018,"http://link.springer.com/article/10.1007/s40011-016-0791-2","Article",NA
"2175","Management and Sclerotinia","Exploration of essential oils as alternatives to conventional fungicides in lupin cultivation","Organic Agriculture",NA,9,"1","10.1007/s13165-018-0212-3","Kevin DewitteSofie LandschootJasper CarretteKris AudenaertGeert Haesaert",2019,"http://link.springer.com/article/10.1007/s13165-018-0212-3","Article",NA
"2176","Management and Sclerotinia","Abiotic and biotic factors affecting crop seed germination and seedling emergence: a conceptual framework","Plant and Soil",NA,432,"2-Jan","10.1007/s11104-018-3780-9","Jay Ram LamichhanePhilippe DebaekeChristian SteinbergMing Pei YouMartin J. BarbettiJean-Noël Aubertot",2018,"http://link.springer.com/article/10.1007/s11104-018-3780-9","Article",NA
"2177","Management and Sclerotinia","Grain legume decline and potential recovery in European agriculture: a review","Agronomy for Sustainable Development",NA,36,"2","10.1007/s13593-016-0365-y","Peter ZanderT. S. Amjath-BabuSara PreisselMoritz RecklingAndrea BuesNicole SchläfkeTom KuhlmanJohann BachingerSandra UthesFred StoddardDonal Murphy-BokernChristine Watson",2016,"http://link.springer.com/article/10.1007/s13593-016-0365-y","Article",NA
"2178","Management and Sclerotinia","Nonchemical control of a perennial weed, Cirsium arvense, in arable cropping systems. A review","Agronomy for Sustainable Development",NA,40,"4","10.1007/s13593-020-00635-2","Elise FavrelièreAïcha RonceuxJérôme PernelJean-Marc Meynard",2020,"http://link.springer.com/article/10.1007/s13593-020-00635-2","Article",NA
"2179","Management and Sclerotinia","Bio efficacy of indigenous biological agents and selected fungicides against branch canker disease of (Macrophoma theicola) tea under field level","BMC Plant Biology",NA,18,"1","10.1186/s12870-018-1445-8","Mareeswaran JeyaramanPremkumar Samuel Asir Robert",2018,"http://link.springer.com/article/10.1186/s12870-018-1445-8","Article",NA
"2180","Management and Sclerotinia","Synergistic consortium of beneficial microorganisms in rice rhizosphere promotes host defense to blight-causing Xanthomonas oryzae pv. oryzae","Planta",NA,252,"6","10.1007/s00425-020-03515-x","Akansha JainAnwesha ChatterjeeSampa Das",2020,"http://link.springer.com/article/10.1007/s00425-020-03515-x","Article",NA
"2181","Management and Sclerotinia","A concise review of the brown macroalga Ascophyllum nodosum (Linnaeus) Le Jolis","Journal of Applied Phycology",NA,32,"6","10.1007/s10811-020-02246-6","Leonel PereiraLiam MorrisonPushp Sheel ShuklaAlan T. Critchley",2020,"http://link.springer.com/article/10.1007/s10811-020-02246-6","Article",NA
"2182","Management and Sclerotinia","Efficacy of precipitated calcium carbonate in managing fusarium root rot of field pea","Phytoparasitica",NA,44,"3","10.1007/s12600-016-0528-z","Kishore ChittemMohamed F. R. KhanRubella S. Goswami",2016,"http://link.springer.com/article/10.1007/s12600-016-0528-z","Article",NA
"2183","Management and Sclerotinia","Activities of Defensive Antioxidant Enzymes and Biochemical Compounds Induced by Bioagents in Indian Mustard Against Alternaria Blight","Proceedings of the National Academy of Sciences, India Section B: Biological Sciences",NA,88,"4","10.1007/s40011-017-0888-2","Vandana PandeyA. K. TewariD. Saxena",2018,"http://link.springer.com/article/10.1007/s40011-017-0888-2","Article",NA
"2184","Management and Sclerotinia","Comparative fertilizer properties of digestates from mesophilic and thermophilic anaerobic digestion of dairy manure: focusing on plant growth promoting bacteria (PGPB) and environmental risk","Journal of Material Cycles and Waste Management",NA,20,"3","10.1007/s10163-018-0708-7","Guangdou QiZhifei PanYasuha SugawaFetra J. AndriamanohiarisoamananaTakaki YamashiroMasahiro IwasakiKeiko KawamotoIkko IharaKazutaka Umetsu",2018,"http://link.springer.com/article/10.1007/s10163-018-0708-7","Article",NA
"2185","Management and Sclerotinia","Phyllosticta capitalensis and P. paracapitalensis are endophytic fungi that show potential to inhibit pathogenic P. citricarpa on citrus","Australasian Plant Pathology",NA,48,"3","10.1007/s13313-019-00628-0","Nga T. TranAndrew K. MilesRalf G. DietzgenAndré Drenth",2019,"http://link.springer.com/article/10.1007/s13313-019-00628-0","Article",NA
"2186","Management and Sclerotinia","Characterization and genetic diversity of Pantoea agglomerans isolates having dual potentiality to suppress growth of Ralstonia solanacearum and plant growth promoting ability","Indian Phytopathology",NA,73,"4","10.1007/s42360-020-00268-1","Dinesh SinghD. K. YadavFarhat Fatima",2020,"http://link.springer.com/article/10.1007/s42360-020-00268-1","Article",NA
"2187","Management and Sclerotinia","Nitrogen Utilization and Yield Determination of Spring Mediterranean Chickpea as Influenced by Planting Date and Environmental Conditions","International Journal of Plant Production",NA,13,"1","10.1007/s42106-018-0034-y","Sideris FotiadisSpyridon D. KoutroubasChristos A. Damalas",2019,"http://link.springer.com/article/10.1007/s42106-018-0034-y","Article",NA
"2188","Management and Sclerotinia","Bacterial-Mediated Tolerance and Resistance to Plants Under Abiotic and Biotic Stresses","Journal of Plant Growth Regulation",NA,35,"1","10.1007/s00344-015-9521-x","Devendra Kumar ChoudharyAmrita KasotiaShekhar JainAnukool VaishnavSarita KumariKanti Prakash SharmaAjit Varma",2016,"http://link.springer.com/article/10.1007/s00344-015-9521-x","Article",NA
